model,subset,has_history,n_blocks,raw_items,additional_items,model_input_variables,algorithm,best_config,oof_log_loss,fold_se,encoded_features,n,events,event_rate,log_loss,brier,roc_auc,average_precision,calibration_intercept,calibration_slope
ridge_fixed::H_D_B_M_P_A,H_D_B_M_P_A,True,6.0,19,18,9,ridge_fixed,0.1,0.6387609587749586,0.005359976145985302,36,1520,853,0.5611842105263158,0.6822722587129216,0.2409343072199943,0.6044132095734079,0.6034519500491011,0.0317221393365922,0.5333303238039705
ridge::H_C_A,H_C_A,True,3.0,3,2,3,ridge,0.1,0.6601953597465929,0.0041428671585718,6,1520,853,0.5611842105263158,0.673886294585218,0.2393211135441857,0.5913242089389068,0.6016386622020822,-0.0300318562063247,0.7185666512850453
ridge_fixed::H_C_A,H_C_A,True,3.0,3,2,3,ridge_fixed,0.1,0.6601953597465929,0.004142867158571811,6,1520,853,0.5611842105263158,0.673886294585218,0.2393211135441857,0.5913242089389068,0.6016386622020822,-0.0300318562063247,0.7185666512850453
ridge::H_D_C_A,H_D_C_A,True,4.0,7,6,7,ridge,1.0,0.639353117018099,0.0092976441797989,37,1520,853,0.5611842105263158,0.715419672435277,0.2488320402038664,0.5951716404400379,0.5914798552027158,0.1027272565003575,0.321641036726603
ridge_fixed::H_D_C_A,H_D_C_A,True,4.0,7,6,7,ridge_fixed,0.1,0.6419789474855393,0.006159030783075452,37,1520,853,0.5611842105263158,0.683984577511112,0.2415547513872359,0.6027961986181587,0.5968434168706233,0.0314063828123165,0.524433927769774
ridge::H_B_C_A,H_B_C_A,True,4.0,4,3,4,ridge,0.1,0.6560954026894313,0.0049750818924586,7,1520,853,0.5611842105263158,0.6705150579141685,0.2373299705808995,0.6024771904786178,0.5996665861678868,-0.0367985916277464,0.7290841318194606
ridge_fixed::H_B_C_A,H_B_C_A,True,4.0,4,3,4,ridge_fixed,0.1,0.6560954026894313,0.004975081892458658,7,1520,853,0.5611842105263158,0.6705150579141685,0.2373299705808995,0.6024771904786178,0.5996665861678868,-0.0367985916277464,0.7290841318194606
ridge::H_D_B_C_A,H_D_B_C_A,True,5.0,8,7,8,ridge,1.0,0.6376092508168036,0.0077595866342355,38,1520,853,0.5611842105263158,0.7098517951300329,0.2463295194364315,0.6024956454949547,0.597251224008365,0.0869752600479897,0.3574810668882274
ridge_fixed::H_D_B_C_A,H_D_B_C_A,True,5.0,8,7,8,ridge_fixed,0.1,0.6397344700519471,0.00484187107897668,38,1520,853,0.5611842105263158,0.679476092507189,0.2392595136102449,0.6108425857411272,0.6040823763690325,0.0179919625377293,0.5571058107991292
ridge::H_M_C_A,H_M_C_A,True,4.0,4,3,4,ridge,0.1,0.6603167369235085,0.0039500011328695,7,1520,853,0.5611842105263158,0.6715730525470757,0.2382628513256446,0.604664549319713,0.6084817560191071,-0.044337913198458,0.754112881469488
ridge_fixed::H_M_C_A,H_M_C_A,True,4.0,4,3,4,ridge_fixed,0.1,0.6603167369235085,0.003950001132869533,7,1520,853,0.5611842105263158,0.6715730525470757,0.2382628513256446,0.604664549319713,0.6084817560191071,-0.044337913198458,0.754112881469488
ridge::H_D_M_C_A,H_D_M_C_A,True,5.0,8,7,8,ridge,1.0,0.6395031419105079,0.0093645538088346,38,1520,853,0.5611842105263158,0.718439360494326,0.2501144958161244,0.5912486312529549,0.5881616977641821,0.109479440528541,0.3056539503103522
ridge_fixed::H_D_M_C_A,H_D_M_C_A,True,5.0,8,7,8,ridge_fixed,0.1,0.6420561270410033,0.006170008947962846,38,1520,853,0.5611842105263158,0.6846464078599233,0.2418585985230386,0.6017205348087972,0.5963061078944041,0.0341517441128932,0.5185909912716561
ridge::H_B_M_C_A,H_B_M_C_A,True,5.0,5,4,5,ridge,0.1,0.6562823083746055,0.004902875898247,8,1520,853,0.5611842105263158,0.6697576515800546,0.2369880509474833,0.607490803250192,0.6013124696279204,-0.0409082072916083,0.7390332719340854
ridge_fixed::H_B_M_C_A,H_B_M_C_A,True,5.0,5,4,5,ridge_fixed,0.1,0.6562823083746055,0.004902875898247016,8,1520,853,0.5611842105263158,0.6697576515800546,0.2369880509474833,0.607490803250192,0.6013124696279204,-0.0409082072916083,0.7390332719340854
ridge::H_D_B_M_C_A,H_D_B_M_C_A,True,6.0,9,8,9,ridge,1.0,0.6376637595050733,0.0078405413236626,39,1520,853,0.5611842105263158,0.7139171723994294,0.2480382060656609,0.5976384609570947,0.5926594490555865,0.0963843437838467,0.3355486129770856
ridge_fixed::H_D_B_M_C_A,H_D_B_M_C_A,True,6.0,9,8,9,ridge_fixed,0.1,0.6397460721497231,0.004920140663053306,39,1520,853,0.5611842105263158,0.681401357810119,0.2400949886010281,0.6079767853470684,0.6012052339086598,0.0242549887124773,0.5414805164914309
ridge::H_P_C_A,H_P_C_A,True,4.0,14,13,4,ridge,0.1,0.660629096618732,0.0041544665213047,7,1520,853,0.5611842105263158,0.6746938373935905,0.2397507383295891,0.5817662680969011,0.5946213209907407,-0.0241497050457607,0.7074517854961817
ridge_fixed::H_P_C_A,H_P_C_A,True,4.0,14,13,4,ridge_fixed,0.1,0.660629096618732,0.0041544665213047545,7,1520,853,0.5611842105263158,0.6746938373935905,0.2397507383295891,0.5817662680969011,0.5946213209907407,-0.0241497050457607,0.7074517854961817
ridge::H_D_P_C_A,H_D_P_C_A,True,5.0,18,17,8,ridge,1.0,0.6395779535645535,0.009941047143479,38,1520,853,0.5611842105263158,0.7170315707748213,0.2498378393403126,0.5918585256023805,0.5900344006833804,0.1103127042422277,0.3098040637794184
ridge_fixed::H_D_P_C_A,H_D_P_C_A,True,5.0,18,17,8,ridge_fixed,0.1,0.6420563577041488,0.006626530957024075,38,1520,853,0.5611842105263158,0.6854357454374514,0.2424364280041398,0.5996746644262863,0.5975212434538412,0.0408628264645854,0.5103912461889001
ridge::H_B_P_C_A,H_B_P_C_A,True,5.0,15,14,5,ridge,0.1,0.6562220537787145,0.0047938700173232,8,1520,853,0.5611842105263158,0.6720438834546396,0.2381818041389605,0.5950626679626189,0.5985230189198849,-0.0263119029632615,0.7102594072094421
ridge_fixed::H_B_P_C_A,H_B_P_C_A,True,5.0,15,14,5,ridge_fixed,0.1,0.6562220537787145,0.004793870017323246,8,1520,853,0.5611842105263158,0.6720438834546396,0.2381818041389605,0.5950626679626189,0.5985230189198849,-0.0263119029632615,0.7102594072094421
ridge::H_D_B_P_C_A,H_D_B_P_C_A,True,6.0,19,18,9,ridge,1.0,0.6375113465906187,0.0085918316206327,39,1520,853,0.5611842105263158,0.7117752028899608,0.2475767909608036,0.5981921114472072,0.5952085562993674,0.0969313921212309,0.3436779031063043
ridge_fixed::H_D_B_P_C_A,H_D_B_P_C_A,True,6.0,19,18,9,ridge_fixed,0.1,0.6393953876349044,0.005484998214628935,39,1520,853,0.5611842105263158,0.6813656691530267,0.240424994693897,0.6068202709899446,0.6049004930864604,0.0298440135770957,0.5398728717402531
ridge::H_M_P_C_A,H_M_P_C_A,True,5.0,15,14,5,ridge,0.1,0.6607249067951054,0.0039417666392931,8,1520,853,0.5611842105263158,0.6722856762631964,0.2386457900282588,0.5947577207879061,0.601565353312586,-0.0392689088067745,0.7452566210097569
ridge_fixed::H_M_P_C_A,H_M_P_C_A,True,5.0,15,14,5,ridge_fixed,0.1,0.6607249067951054,0.003941766639293115,8,1520,853,0.5611842105263158,0.6722856762631964,0.2386457900282588,0.5947577207879061,0.601565353312586,-0.0392689088067745,0.7452566210097569
ridge::H_D_M_P_C_A,H_D_M_P_C_A,True,6.0,19,18,9,ridge,1.0,0.6398229349659593,0.0100051062174688,39,1520,853,0.5611842105263158,0.7187786294879878,0.2506166830650825,0.5894541006167491,0.5880798366813529,0.1140514287656511,0.300702627614646
ridge_fixed::H_D_M_P_C_A,H_D_M_P_C_A,True,6.0,19,18,9,ridge_fixed,0.1,0.6421441244275861,0.0066404253368715135,39,1520,853,0.5611842105263158,0.685375151630653,0.2423855245002242,0.5997906673861194,0.5974335597418794,0.0401272381345119,0.511097310921362
ridge::H_B_M_P_C_A,H_B_M_P_C_A,True,6.0,16,15,6,ridge,0.1,0.6563962695123899,0.0047033922496056,9,1520,853,0.5611842105263158,0.6709921690475126,0.2377031824072082,0.5982386883932008,0.600499794874837,-0.0320021931932574,0.7244130531445503
ridge_fixed::H_B_M_P_C_A,H_B_M_P_C_A,True,6.0,16,15,6,ridge_fixed,0.1,0.6563962695123899,0.004703392249605688,9,1520,853,0.5611842105263158,0.6709921690475126,0.2377031824072082,0.5982386883932008,0.600499794874837,-0.0320021931932574,0.7244130531445503
ridge::H_D_B_M_P_C_A,H_D_B_M_P_C_A,True,7.0,20,19,10,ridge,1.0,0.6376104231805922,0.0086696351925915,40,1520,853,0.5611842105263158,0.7145134991871509,0.248728772924341,0.5947647512703202,0.5921152963163497,0.1025712856156842,0.329497159946565
ridge_fixed::H_D_B_M_P_C_A,H_D_B_M_P_C_A,True,7.0,20,19,10,ridge_fixed,0.1,0.6395004699718788,0.005530966101018034,40,1520,853,0.5611842105263158,0.6822809942359324,0.2408369720468325,0.6053122325121144,0.6034296386697692,0.0326537148014956,0.5326321952057007
ridge::H_K,H_K,True,2.0,12,11,2,ridge,1.0,0.6493822290495769,0.0031129143766896,2,1520,853,0.5611842105263158,0.6351676477812879,0.222102410677672,0.6888818193482391,0.7312133166167136,-0.079396853428684,1.293912802580129
ridge_fixed::H_K,H_K,True,2.0,12,11,2,ridge_fixed,0.1,0.6493935704520202,0.003019979229296802,2,1520,853,0.5611842105263158,0.6356101895683843,0.2222961105122787,0.6888818193482391,0.7312133166167136,-0.0869377482340429,1.3255318101457056
ridge::H_D_K,H_D_K,True,3.0,16,15,6,ridge,1.0,0.633478707878488,0.0086940943860265,33,1520,853,0.5611842105263158,0.6761892602610897,0.2358684873628712,0.6400146937082455,0.6486365320713354,0.080407141453129,0.5436678970966448
ridge_fixed::H_D_K,H_D_K,True,3.0,16,15,6,ridge_fixed,0.1,0.6363530000590818,0.00597885022808436,33,1520,853,0.5611842105263158,0.6490734489213348,0.2281896638750453,0.6565521459668759,0.6779426492106959,0.008875833384279,0.8422389397916555
ridge::H_B_K,H_B_K,True,3.0,13,12,3,ridge,0.1,0.6462600809728479,0.0033201262771781,3,1520,853,0.5611842105263158,0.6338130840816668,0.2215444852067541,0.6822634989656403,0.7217812284704495,-0.0725513774662831,1.229036890947171
ridge_fixed::H_B_K,H_B_K,True,3.0,13,12,3,ridge_fixed,0.1,0.6462600809728479,0.003320126277178177,3,1520,853,0.5611842105263158,0.6338130840816668,0.2215444852067541,0.6822634989656403,0.7217812284704495,-0.0725513774662831,1.229036890947171
ridge::H_D_B_K,H_D_B_K,True,4.0,17,16,7,ridge,1.0,0.6322192898000069,0.0071831936298161,34,1520,853,0.5611842105263158,0.6721516016125267,0.2339778233061912,0.6457981443041668,0.6512822881620622,0.0714932187420017,0.5676738863207403
ridge_fixed::H_D_B_K,H_D_B_K,True,4.0,17,16,7,ridge_fixed,0.1,0.6345727487632697,0.004637130716731625,34,1520,853,0.5611842105263158,0.6458486393858707,0.2266392326404906,0.6607941632934999,0.6781841849282568,0.0031257806316067,0.8478735343774355
ridge::H_M_K,H_M_K,True,3.0,13,12,3,ridge,1.0,0.6492713792388692,0.0031676864145259,3,1520,853,0.5611842105263158,0.6387484495874224,0.2238195335740075,0.6809250708760509,0.7300654947065841,-0.0585406587122159,1.2302401240368652
ridge_fixed::H_M_K,H_M_K,True,3.0,13,12,3,ridge_fixed,0.1,0.649290575892549,0.003071522519103095,3,1520,853,0.5611842105263158,0.6388820106730839,0.2238679511051558,0.6810322857328662,0.7301227587676413,-0.0673641664097171,1.26558725171775
ridge::H_D_M_K,H_D_M_K,True,4.0,17,16,7,ridge,1.0,0.6331673311080751,0.0087424522606415,34,1520,853,0.5611842105263158,0.6834292271841736,0.2392067680575791,0.6279741137637512,0.6405450468515498,0.0959753043498825,0.494071819429448
ridge_fixed::H_D_M_K,H_D_M_K,True,4.0,17,16,7,ridge_fixed,0.1,0.6360535460795531,0.0060081479757341325,34,1520,853,0.5611842105263158,0.6539784157757851,0.2304934728113235,0.6470987835507803,0.6725613824654787,0.0252336387882781,0.7903158721360515
ridge::H_B_M_K,H_B_M_K,True,4.0,14,13,4,ridge,1.0,0.6459508800436963,0.0034119573253151,4,1520,853,0.5611842105263158,0.6379933943920627,0.2235485370330366,0.6734006970723314,0.7186109899146054,-0.0425611735232764,1.1332382695112106
ridge_fixed::H_B_M_K,H_B_M_K,True,4.0,14,13,4,ridge_fixed,0.1,0.6459539792669244,0.0033084211776890408,4,1520,853,0.5611842105263158,0.6380022376216871,0.2235368327890033,0.6749438879622323,0.7200809957820158,-0.0503474012322889,1.1639372041116938
ridge::H_D_B_M_K,H_D_B_M_K,True,5.0,18,17,8,ridge,1.0,0.6316655820951923,0.0072316282924318,35,1520,853,0.5611842105263158,0.6797274514236356,0.2375491418749863,0.6332874008482279,0.6427555903519235,0.0872652816953249,0.5170904658642261
ridge_fixed::H_D_B_M_K,H_D_B_M_K,True,5.0,18,17,8,ridge_fixed,0.1,0.6340925722426339,0.004698409570810587,35,1520,853,0.5611842105263158,0.6516412683986014,0.2293355666365998,0.6504347474562836,0.6722189244442132,0.02169758848327,0.7897953257557365
ridge::H_P_K,H_P_K,True,3.0,23,22,3,ridge,0.1,0.649287206076472,0.0034198711473935,3,1520,853,0.5611842105263158,0.6383396625211173,0.2235177961942121,0.6827811182333803,0.7265535581017152,-0.0647931849950956,1.28100413522392
ridge_fixed::H_P_K,H_P_K,True,3.0,23,22,3,ridge_fixed,0.1,0.649287206076472,0.0034198711473935046,3,1520,853,0.5611842105263158,0.6383396625211173,0.2235177961942121,0.6827811182333803,0.7265535581017152,-0.0647931849950956,1.28100413522392
ridge::H_D_P_K,H_D_P_K,True,4.0,27,26,7,ridge,1.0,0.63301703934863,0.0097666550977577,34,1520,853,0.5611842105263158,0.6795920519511104,0.2374129722543114,0.6357753128125269,0.6461995265609173,0.0951989298665165,0.5190323752201603
ridge_fixed::H_D_P_K,H_D_P_K,True,4.0,27,26,7,ridge_fixed,0.1,0.6357469985706583,0.006942357974612582,34,1520,853,0.5611842105263158,0.652482848440456,0.2297408600864113,0.6509558819652308,0.6747181597336451,0.0297036249331561,0.8039634656925325
ridge::H_B_P_K,H_B_P_K,True,4.0,24,23,4,ridge,0.1,0.6455566984754917,0.0032809101095528,4,1520,853,0.5611842105263158,0.6373822838844373,0.2231899685492475,0.6762111324173785,0.7163975715433328,-0.0451780401324769,1.1698972277215411
ridge_fixed::H_B_P_K,H_B_P_K,True,4.0,24,23,4,ridge_fixed,0.1,0.6455566984754917,0.0032809101095528028,4,1520,853,0.5611842105263158,0.6373822838844373,0.2231899685492475,0.6762111324173785,0.7163975715433328,-0.0451780401324769,1.1698972277215411
ridge::H_D_B_P_K,H_D_B_P_K,True,5.0,28,27,8,ridge,1.0,0.6311433010160259,0.0084658804295859,35,1520,853,0.5611842105263158,0.6761586138450525,0.2358220541748227,0.6407265300526759,0.649260450166178,0.0891170006526686,0.5383595223976528
ridge_fixed::H_D_B_P_K,H_D_B_P_K,True,5.0,28,27,8,ridge_fixed,0.1,0.6333334246410569,0.005796883503579502,35,1520,853,0.5611842105263158,0.6498516600099753,0.2284962691445703,0.6545800956497132,0.675711718199152,0.0284275877609486,0.8017552992742207
ridge::H_M_P_K,H_M_P_K,True,4.0,24,23,4,ridge,0.1,0.6492351273500917,0.0034748976530903,4,1520,853,0.5611842105263158,0.641075070409414,0.2248422865283764,0.6773852229805378,0.7240687108486188,-0.0499340899854018,1.2334724697262422
ridge_fixed::H_M_P_K,H_M_P_K,True,4.0,24,23,4,ridge_fixed,0.1,0.6492351273500917,0.0034748976530903225,4,1520,853,0.5611842105263158,0.641075070409414,0.2248422865283764,0.6773852229805378,0.7240687108486188,-0.0499340899854018,1.2334724697262422
ridge::H_D_M_P_K,H_D_M_P_K,True,5.0,28,27,8,ridge,1.0,0.6329664793271298,0.0097832423937906,35,1520,853,0.5611842105263158,0.6851873170727695,0.2399909101369808,0.6266638076038182,0.6402564936921353,0.1056819755467445,0.4816504520038628
ridge_fixed::H_D_M_P_K,H_D_M_P_K,True,5.0,28,27,8,ridge_fixed,0.1,0.6356334025566571,0.006941179838198843,35,1520,853,0.5611842105263158,0.656153317890229,0.2314861932162743,0.6439253995511036,0.6715115612041564,0.0400426641315855,0.7670625944650561
ridge::H_B_M_P_K,H_B_M_P_K,True,5.0,25,24,5,ridge,0.1,0.6453270306315815,0.0032899869643296,5,1520,853,0.5611842105263158,0.6409353825958194,0.2249010213493009,0.6685558158786962,0.7120686366711599,-0.0284258610389627,1.1186943406489271
ridge_fixed::H_B_M_P_K,H_B_M_P_K,True,5.0,25,24,5,ridge_fixed,0.1,0.6453270306315815,0.003289986964329622,5,1520,853,0.5611842105263158,0.6409353825958194,0.2249010213493009,0.6685558158786962,0.7120686366711599,-0.0284258610389627,1.1186943406489271
ridge::H_D_B_M_P_K,H_D_B_M_P_K,True,6.0,29,28,9,ridge,1.0,0.6309301898432982,0.0084736997030062,36,1520,853,0.5611842105263158,0.6818293096962674,0.2385253581346378,0.6315412047786189,0.64413015785304,0.0995089348286193,0.5021032798261883
ridge_fixed::H_D_B_M_P_K,H_D_B_M_P_K,True,6.0,29,28,9,ridge_fixed,0.1,0.6331209032576695,0.005779812112711409,36,1520,853,0.5611842105263158,0.6542428701338902,0.2305740302789141,0.64699420512487,0.6720666027205244,0.0399169136007437,0.7608793282999649
ridge::H_C_K,H_C_K,True,3.0,13,12,3,ridge,0.1,0.6499278537509775,0.0028651134216131,6,1520,853,0.5611842105263158,0.6356315146224345,0.2222988452115045,0.6883351993405408,0.7330168229510627,-0.0818080236882133,1.3188324560100453
ridge_fixed::H_C_K,H_C_K,True,3.0,13,12,3,ridge_fixed,0.1,0.6499278537509775,0.00286511342161312,6,1520,853,0.5611842105263158,0.6356315146224345,0.2222988452115045,0.6883351993405408,0.7330168229510627,-0.0818080236882133,1.3188324560100453
ridge::H_D_C_K,H_D_C_K,True,4.0,17,16,7,ridge,1.0,0.6349293288939407,0.0087125483966246,37,1520,853,0.5611842105263158,0.6761452525621875,0.2358026683769005,0.6404119159646436,0.6486581134588072,0.0804439750936693,0.5437593270689776
ridge_fixed::H_D_C_K,H_D_C_K,True,4.0,17,16,7,ridge_fixed,0.1,0.6371200264770546,0.00593074000196328,37,1520,853,0.5611842105263158,0.6491471452904848,0.2282029758151768,0.6562586233260861,0.6765218668878126,0.0101916072312793,0.8409114801497426
ridge::H_B_C_K,H_B_C_K,True,4.0,14,13,4,ridge,0.1,0.646835853149902,0.0032493888899671,7,1520,853,0.5611842105263158,0.6337863909234275,0.2215265511561556,0.6824533219908218,0.7232501769217199,-0.0688319652899858,1.2266032417388129
ridge_fixed::H_B_C_K,H_B_C_K,True,4.0,14,13,4,ridge_fixed,0.1,0.646835853149902,0.0032493888899671184,7,1520,853,0.5611842105263158,0.6337863909234275,0.2215265511561556,0.6824533219908218,0.7232501769217199,-0.0688319652899858,1.2266032417388129
ridge::H_D_B_C_K,H_D_B_C_K,True,5.0,18,17,8,ridge,1.0,0.6335561791075445,0.007163400476231,38,1520,853,0.5611842105263158,0.6722108740030356,0.2339420640498306,0.646154062476382,0.6513907535873754,0.0715115463302888,0.5672347900312538
ridge_fixed::H_D_B_C_K,H_D_B_C_K,True,5.0,18,17,8,ridge_fixed,0.1,0.6353858535251734,0.0045920114623994295,38,1520,853,0.5611842105263158,0.6460620353892694,0.2267074416997131,0.6604769127745623,0.676744380233997,0.0040934110284031,0.8451432955500084
ridge::H_M_C_K,H_M_C_K,True,4.0,14,13,4,ridge,0.1,0.6498282628612461,0.002952557032953,7,1520,853,0.5611842105263158,0.6388321206398848,0.2238442758698053,0.6809813147353639,0.7307429956858472,-0.0642159902322746,1.2620490550785213
ridge_fixed::H_M_C_K,H_M_C_K,True,4.0,14,13,4,ridge_fixed,0.1,0.6498282628612461,0.0029525570329530446,7,1520,853,0.5611842105263158,0.6388321206398848,0.2238442758698053,0.6809813147353639,0.7307429956858472,-0.0642159902322746,1.2620490550785213
ridge::H_D_M_C_K,H_D_M_C_K,True,5.0,18,17,8,ridge,1.0,0.6345478130702493,0.0087989601877294,38,1520,853,0.5611842105263158,0.6835373004019112,0.2392221337822684,0.6276911368465826,0.640058840056976,0.09564471361332,0.4932964877206435
ridge_fixed::H_D_M_C_K,H_D_M_C_K,True,5.0,18,17,8,ridge_fixed,0.1,0.6368527601799406,0.005994345097306869,38,1520,853,0.5611842105263158,0.6540025513103442,0.2304929312857506,0.6470987835507802,0.6718566099611529,0.025777936965865,0.7890793753721163
ridge::H_B_M_C_K,H_B_M_C_K,True,5.0,15,14,5,ridge,0.1,0.6465282489851105,0.0033079058931365,8,1520,853,0.5611842105263158,0.6379007066273498,0.2234924425408724,0.6744376932284151,0.7194539921108363,-0.048240091363962,1.1628601154020288
ridge_fixed::H_B_M_C_K,H_B_M_C_K,True,5.0,15,14,5,ridge_fixed,0.1,0.6465282489851105,0.0033079058931365516,8,1520,853,0.5611842105263158,0.6379007066273498,0.2234924425408724,0.6744376932284151,0.7194539921108363,-0.048240091363962,1.1628601154020288
ridge::H_D_B_M_C_K,H_D_B_M_C_K,True,6.0,19,18,9,ridge,1.0,0.6331611805054308,0.0072482879464643,39,1520,853,0.5611842105263158,0.6802104479685608,0.2376494024319135,0.6330571525491651,0.6421409452477345,0.0872767116987436,0.5138384378946593
ridge_fixed::H_D_B_M_C_K,H_D_B_M_C_K,True,6.0,19,18,9,ridge_fixed,0.1,0.6349420976199093,0.004682133365991554,39,1520,853,0.5611842105263158,0.6517183090295074,0.229355620055343,0.6504435355593012,0.6714069649329741,0.0217134198827743,0.788676545186593
ridge::H_P_C_K,H_P_C_K,True,4.0,24,23,4,ridge,0.1,0.6498351025560678,0.0032226571397129,7,1520,853,0.5611842105263158,0.6382822170567879,0.2234790925480423,0.6827512386831205,0.7265121277166142,-0.0616740521508559,1.2779254123854236
ridge_fixed::H_P_C_K,H_P_C_K,True,4.0,24,23,4,ridge_fixed,0.1,0.6498351025560678,0.0032226571397129234,7,1520,853,0.5611842105263158,0.6382822170567879,0.2234790925480423,0.6827512386831205,0.7265121277166142,-0.0616740521508559,1.2779254123854236
ridge::H_D_P_C_K,H_D_P_C_K,True,5.0,28,27,8,ridge,1.0,0.6344883691328542,0.0097736827918202,38,1520,853,0.5611842105263158,0.6797163390369511,0.2373842032558325,0.6358570421705911,0.6458322984700386,0.0946131891935469,0.5180885200155454
ridge_fixed::H_D_P_C_K,H_D_P_C_K,True,5.0,28,27,8,ridge_fixed,0.1,0.6365507637776895,0.006895766285750251,38,1520,853,0.5611842105263158,0.6524217916057453,0.2296941155567336,0.6512590715193399,0.6736257188228549,0.0294003442154678,0.8047527906370132
ridge::H_B_P_C_K,H_B_P_C_K,True,5.0,25,24,5,ridge,0.1,0.6461484778753469,0.0031411351810339,8,1520,853,0.5611842105263158,0.6372428057277129,0.2231136762822699,0.675673300512698,0.7152762812081845,-0.0434157593127275,1.1712193605916157
ridge_fixed::H_B_P_C_K,H_B_P_C_K,True,5.0,25,24,5,ridge_fixed,0.1,0.6461484778753469,0.0031411351810339315,8,1520,853,0.5611842105263158,0.6372428057277129,0.2231136762822699,0.675673300512698,0.7152762812081845,-0.0434157593127275,1.1712193605916157
ridge::H_D_B_P_C_K,H_D_B_P_C_K,True,6.0,29,28,9,ridge,1.0,0.6325759313191416,0.0084557653165603,39,1520,853,0.5611842105263158,0.6762372787720276,0.2357966450297832,0.6409699605062651,0.6490586559718302,0.0888278533807778,0.5377605392968752
ridge_fixed::H_D_B_P_C_K,H_D_B_P_C_K,True,6.0,29,28,9,ridge_fixed,0.1,0.6341381102108516,0.005702366471106396,39,1520,853,0.5611842105263158,0.6499822105266921,0.2285311713168679,0.6543050280252605,0.6740759351734418,0.0285986520750131,0.8007172371799571
ridge::H_M_P_C_K,H_M_P_C_K,True,5.0,25,24,5,ridge,0.1,0.6497879198322122,0.0033023079407766,8,1520,853,0.5611842105263158,0.640987201268177,0.2247942043324632,0.677643593209257,0.724276407175652,-0.0471704608589387,1.231813781436842
ridge_fixed::H_M_P_C_K,H_M_P_C_K,True,5.0,25,24,5,ridge_fixed,0.1,0.6497879198322122,0.003302307940776694,8,1520,853,0.5611842105263158,0.640987201268177,0.2247942043324632,0.677643593209257,0.724276407175652,-0.0471704608589387,1.231813781436842
ridge::H_D_M_P_C_K,H_D_M_P_C_K,True,6.0,29,28,9,ridge,1.0,0.6344081054789056,0.0098250924839222,39,1520,853,0.5611842105263158,0.6852682871410465,0.2400153335557245,0.6263324961200525,0.6396232315780164,0.1051897193063619,0.4811152384328168
ridge_fixed::H_D_M_P_C_K,H_D_M_P_C_K,True,6.0,29,28,9,ridge_fixed,0.1,0.6364330583606346,0.00690703650843414,39,1520,853,0.5611842105263158,0.6561671401393482,0.2314744833871979,0.643950885049855,0.670892860468213,0.0401523632814738,0.7667076409950347
