algorithm,has_history,domain,model,subset,collection_items,log_loss,full_model,benchmark,delta_loss_vs_full,upper95_vs_full_joint,delta_loss_vs_benchmark,upper95_vs_benchmark_joint,joint_family_contrasts,simultaneous_noninferior_full_margin_01,simultaneous_superior_benchmark,exploratory_dual_criterion_pass,status,model_variants_passing_same_subset,learner_families_passing_same_subset
ridge_fixed,False,extended_K,ridge_fixed::D,D,4,0.6868493066876922,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0054047369929316,0.023849093569774,0.0012057568426756,0.019650113419518,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_B,D_B,5,0.6782610561877807,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0031835135069799,0.0152608430698625,-0.0073824936572359,0.0110618629196065,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_M,D_M,5,0.6826358436694001,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0011912739746395,0.019635630551482,-0.0030077061756164,0.015436650401226,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_C,D_C,5,0.6866799837243998,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0052354140296391,0.0236797706064816,0.0010364338793831,0.0194807904562256,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_A,D_A,5,0.7021793555683171,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0207347858735565,0.0391791424503989,0.0165358057233005,0.0349801623001429,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_B_M,D_B_M,6,0.6765270147953751,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0049175548993854,0.0135268016774569,-0.0091165350496414,0.0093278215272009,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_B_C,D_B_C,6,0.678149695096429,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0032948745983315,0.0151494819785108,-0.0074938547485875,0.0109505018282548,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_M_C,D_M_C,6,0.6827807801152355,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.001336210420475,0.0197805669973174,-0.0028627697297809,0.0155815868470614,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_B_A,D_B_A,6,0.6939976723385386,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0125531026437779,0.0309974592206203,0.0083541224935219,0.0267984790703643,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_M_A,D_M_A,6,0.6978941461607561,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0164495764659955,0.0348939330428379,0.0122505963157395,0.030694952892582,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_C_A,D_C_A,6,0.7026783715718511,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0212338018770904,0.0396781584539328,0.0170348217268344,0.0354791783036768,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_B_M_C,D_B_M_C,7,0.6767741538859647,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0046704158087958,0.0137739407680466,-0.0088693959590518,0.0095749606177906,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_B_M_A,D_B_M_A,7,0.692166607319507,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0107220376247463,0.0291663942015887,0.0065230574744903,0.0249674140513327,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_B_C_A,D_B_C_A,7,0.6944134339152416,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0129688642204809,0.0314132207973233,0.0087698840702249,0.0272142406470673,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_M_C_A,D_M_C_A,7,0.6985083441546103,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0170637744598498,0.0355081310366922,0.0128647943095938,0.0313091508864362,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_B_M_C_A,D_B_M_C_A,8,0.6927792686583069,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0113346989635464,0.0297790555403888,0.0071357188132904,0.0255800753901329,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::K,K,11,0.6583518541404016,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0230927155543589,-0.0046483589775165,-0.0272916957046149,-0.0088473391277725,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,3,2
ridge_fixed,False,extended_K,ridge_fixed::P,P,11,0.6870789281175402,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0056343584227795,0.024078714999622,0.0014353782725235,0.019879734849366,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::B_K,B_K,12,0.6528338910005475,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.028610678694213,-0.0101663221173706,-0.0328096588444691,-0.0143653022676266,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,3,2
ridge_fixed,False,extended_K,ridge_fixed::C_K,C_K,12,0.6577914542596741,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0236531154350863,-0.0052087588582439,-0.0278520955853424,-0.0094077390084999,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,3,2
ridge_fixed,False,extended_K,ridge_fixed::M_K,M_K,12,0.6592878584997254,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0221567111950351,-0.0037123546181926,-0.0263556913452911,-0.0079113347684487,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,3,2
ridge_fixed,False,extended_K,ridge_fixed::A_K,A_K,12,0.6711736090830889,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0102709606116716,0.0081733959651708,-0.0144699407619276,0.0039744158149147,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::B_P,B_P,12,0.6807002634376358,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0007443062571248,0.0177000503197175,-0.0049432864073808,0.0135010701694616,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::M_P,M_P,12,0.6815015264227682,ridge_fixed::D_B_M_P_C_A_K,prevalence,5.695672800760577e-05,0.01850131330485,-0.0041420234222483,0.014302333154594,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::P_C,P_C,12,0.6862730153653215,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0048284456705609,0.0232728022474034,0.000629465520305,0.0190738220971474,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::P_A,P_A,12,0.697519519995956,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0160749503011953,0.0345193068780377,0.0118759701509393,0.0303203267277817,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::B_C_K,B_C_K,13,0.652237315068973,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0292072546257875,-0.0107628980489451,-0.0334062347760435,-0.0149618781992011,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,3,2
ridge_fixed,False,extended_K,ridge_fixed::B_M_K,B_M_K,13,0.6552804678335662,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0261641018611943,-0.0077197452843519,-0.0303630820114503,-0.0119187254346078,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,2,1
ridge_fixed,False,extended_K,ridge_fixed::M_C_K,M_C_K,13,0.6589655330464331,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0224790366483275,-0.0040346800714851,-0.0266780167985835,-0.008233660221741,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,3,2
ridge_fixed,False,extended_K,ridge_fixed::B_A_K,B_A_K,13,0.666372948792042,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0150716209027185,0.0033727356741238,-0.0192706010529745,-0.0008262444761321,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge_fixed,False,extended_K,ridge_fixed::C_A_K,C_A_K,13,0.6710668213007681,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0103777483939924,0.0080666081828499,-0.0145767285442484,0.003867628032594,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::M_A_K,M_A_K,13,0.6717640402690699,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0096805294256907,0.0087638271511516,-0.0138795095759467,0.0045648470008956,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::B_M_P,B_M_P,13,0.6773648492273466,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0040797204674139,0.0143646361094285,-0.0082787006176698,0.0101656559591725,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::B_P_C,B_P_C,13,0.6797682464779038,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0016763232168566,0.0167680333599857,-0.0058753033671126,0.0125690532097297,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::M_P_C,M_P_C,13,0.6807576392979802,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0006869303967804,0.0177574261800619,-0.0048859105470364,0.013558446029806,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::B_P_A,B_P_A,13,0.6917583334379683,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0103137637432078,0.0287581203200502,0.0061147835929518,0.0245591401697942,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::M_P_A,M_P_A,13,0.6919622110901643,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0105176413954037,0.0289619979722461,0.0063186612451477,0.0247630178219901,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::P_C_A,P_C_A,13,0.6973268299556493,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0158822602608887,0.0343266168377312,0.0116832801106327,0.0301276366874751,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::B_M_C_K,B_M_C_K,14,0.6548792499896149,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0265653197051456,-0.0081209631283032,-0.0307642998554017,-0.0123199432785593,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,3,2
ridge_fixed,False,extended_K,ridge_fixed::B_C_A_K,B_C_A_K,14,0.6661703469907019,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0152742227040586,0.0031701338727837,-0.0194732028543146,-0.0010288462774722,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge_fixed,False,extended_K,ridge_fixed::B_M_A_K,B_M_A_K,14,0.6684455708595938,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0129989988351667,0.0054453577416756,-0.0171979789854227,0.0012463775914196,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::M_C_A_K,M_C_A_K,14,0.6719367901625388,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0095077795322217,0.0089365770446206,-0.0137067596824777,0.0047375968943646,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::B_M_P_C,B_M_P_C,14,0.6765303696163217,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0049142000784389,0.0135301564984034,-0.0091131802286949,0.0093311763481474,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::B_M_P_A,B_M_P_A,14,0.6882812315062049,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0068366618114442,0.0252810183882866,0.0026376816611882,0.0210820382380307,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::B_P_C_A,B_P_C_A,14,0.6913619415022128,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0099173718074523,0.0283617283842947,0.0057183916571963,0.0241627482340387,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::M_P_C_A,M_P_C_A,14,0.6918166409874114,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0103720712926508,0.0288164278694933,0.0061730911423948,0.0246174477192372,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_K,D_K,15,0.6662749544394736,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0151696152552868,0.0032747413215555,-0.0193685954055428,-0.0009242388287004,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge_fixed,False,extended_K,ridge_fixed::B_M_C_A_K,B_M_C_A_K,15,0.6685092046744535,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.012935365020307,0.0055089915565353,-0.017134345170563,0.0013100114062793,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::B_M_P_C_A,B_M_P_C_A,15,0.6880212884406041,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0065767187458435,0.0250210753226859,0.0023777385955875,0.0208220951724299,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_P,D_P,15,0.6899636686563089,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0085190989615483,0.0269634555383907,0.0043201188112923,0.0227644753881347,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_B_K,D_B_K,16,0.6596940162000948,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0217505534946657,-0.0033061969178233,-0.0259495336449218,-0.0075051770680793,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge_fixed,False,extended_K,ridge_fixed::D_C_K,D_C_K,16,0.6661890288921699,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0152555408025906,0.0031888157742518,-0.0194545209528465,-0.0010101643760041,255,True,True,True,post-evaluation hypothesis-generating; independent future validation required,1,1
ridge_fixed,False,extended_K,ridge_fixed::D_M_K,D_M_K,16,0.6677137021916781,ridge_fixed::D_B_M_P_C_A_K,prevalence,-0.0137308675030824,0.0047134890737599,-0.0179298476533384,0.0005145089235039,255,True,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_A_K,D_A_K,16,0.6823409560853778,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0008963863906173,0.0193407429674597,-0.0033025937596386,0.0151417628172037,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_B_P,D_B_P,16,0.6828081660454275,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0013635963506667,0.0198079529275092,-0.0028353837995891,0.0156089727772532,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_M_P,D_M_P,16,0.6853659145522563,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0039213448574957,0.0223657014343381,-0.0002776352927602,0.0181667212840821,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
ridge_fixed,False,extended_K,ridge_fixed::D_P_C,D_P_C,16,0.689862727310767,ridge_fixed::D_B_M_P_C_A_K,prevalence,0.0084181576160065,0.0268625141928489,0.0042191774657505,0.0226635340425929,255,False,False,False,post-evaluation hypothesis-generating; independent future validation required,0,0
